Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value
Symptoms of Anxiety Disorder,By State,Utah,Utah,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,08/16/2021,29.2
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,08/16/2021,25.3
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,08/16/2021,25.2
Symptoms of Anxiety Disorder,By State,Washington,Washington,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,08/16/2021,27.9
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,08/16/2021,31.6
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,08/16/2021,23.7
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,08/16/2021,22.2
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,34.5
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,27.9
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,30.4
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,32.2
Symptoms of Anxiety Disorder,By State,California,California,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,26.2
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,27.9
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,24.0
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,30.0
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,30.0
Symptoms of Anxiety Disorder,By State,Florida,Florida,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,27.5
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,30.3
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,26.5
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,25.7
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,24.8
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,27.2
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,24.2
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,25.8
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,31.5
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,36.2
Symptoms of Anxiety Disorder,By State,Maine,Maine,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,28.8
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,28.0
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,28.2
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,27.2
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,24.8
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,27.1
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,27.1
Symptoms of Anxiety Disorder,By State,Montana,Montana,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,23.9
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,24.8
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,32.3
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,21.6
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,27.1
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,27.1
Symptoms of Anxiety Disorder,By State,New York,New York,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,23.6
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,30.1
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,25.5
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,27.9
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,31.8
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,31.8
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,31.4
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,25.6
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,25.4
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,25.2
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,35.2
Symptoms of Anxiety Disorder,By State,Texas,Texas,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,28.3
Symptoms of Anxiety Disorder,By State,Utah,Utah,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,29.7
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,25.8
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,24.8
Symptoms of Anxiety Disorder,By State,Washington,Washington,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,29.4
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,29.6
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,22.5
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,08/30/2021,28.0
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,30.7
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,30.0
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,26.8
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,30.0
Symptoms of Anxiety Disorder,By State,California,California,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,26.7
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,25.7
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,25.5
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,27.5
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,28.3
Symptoms of Anxiety Disorder,By State,Florida,Florida,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,32.9
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,25.3
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,26.4
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,26.0
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,28.0
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,26.1
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,25.3
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,30.0
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,30.7
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,40.1
Symptoms of Anxiety Disorder,By State,Maine,Maine,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,22.9
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,29.1
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,27.4
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,25.0
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,21.9
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,24.6
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,27.3
Symptoms of Anxiety Disorder,By State,Montana,Montana,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,23.3
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,24.5
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,29.7
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,26.3
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,25.4
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,29.0
Symptoms of Anxiety Disorder,By State,New York,New York,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,27.8
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,29.7
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,27.0
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,28.2
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,29.4
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,32.5
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,24.3
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,29.5
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,26.6
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,18.5
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,33.3
Symptoms of Anxiety Disorder,By State,Texas,Texas,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,31.9
Symptoms of Anxiety Disorder,By State,Utah,Utah,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,26.7
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,29.3
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,26.0
Symptoms of Anxiety Disorder,By State,Washington,Washington,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,28.9
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,26.6
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,22.8
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,25.8
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,27.4
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,26.7
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,27.0
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,30.6
Symptoms of Anxiety Disorder,By State,California,California,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,28.9
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,27.7
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,24.2
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,29.8
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,27.3
Symptoms of Anxiety Disorder,By State,Florida,Florida,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,26.4
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,27.6
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,26.0
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,25.1
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,25.6
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,27.7
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,24.8
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,31.2
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,26.3
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,39.2
Symptoms of Anxiety Disorder,By State,Maine,Maine,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,28.0
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,26.3
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,25.3
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,22.3
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,23.7
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,33.2
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,33.0
Symptoms of Anxiety Disorder,By State,Montana,Montana,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,30.7
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,23.0
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,30.1
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,24.8
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,26.4
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,30.5
Symptoms of Anxiety Disorder,By State,New York,New York,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,34.5
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,23.8
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,24.2
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,25.5
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,34.1
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,32.9
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,28.5
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,24.7
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,23.2
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,18.6
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,33.4
Symptoms of Anxiety Disorder,By State,Texas,Texas,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,26.7
Symptoms of Anxiety Disorder,By State,Utah,Utah,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,30.1
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,21.2
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,26.2
Symptoms of Anxiety Disorder,By State,Washington,Washington,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,30.7
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,27.2
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,24.6
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,09/27/2021,23.1
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,28.7
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,32.9
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,29.6
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,33.8
Symptoms of Anxiety Disorder,By State,California,California,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,28.7
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,29.1
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,25.1
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,21.8
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,31.6
Symptoms of Anxiety Disorder,By State,Florida,Florida,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,25.7
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,31.0
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,26.5
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,29.1
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,26.7
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,23.3
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,23.0
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,26.8
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,30.9
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,28.8
Symptoms of Anxiety Disorder,By State,Maine,Maine,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,24.4
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,23.5
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,28.2
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,27.3
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,22.6
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,30.6
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,29.6
Symptoms of Anxiety Disorder,By State,Montana,Montana,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,23.3
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,28.6
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,25.8
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,20.0
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,22.2
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,26.3
Symptoms of Anxiety Disorder,By State,New York,New York,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,26.5
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,10/11/2021,27.3
